customer_id,full_name,gender,age,province,segment,avg_balance,cc_limit
C2_000134,Laras Nainggolan,L,46,Sumatera Utara,Priority,843677158,20000000
"C2_000135,""Johan Permata, S.Psi"",L,46,Jawa Barat,Priority,78777477,50000000"
C2_000136,Nasab Suryatmi,P,52,Jawa Barat,Priority,961034317,100000000
"C2_000137,""Puspa Kusumo, M.Pd"",L,44,Bali,Priority,954418965,20000000"
C2_000138,dr. Latika Hassanah,P,26,DKI Jakarta,Priority,100617103,20000000
"C2_000139,""Dt. Harjo Widiastuti, S.Pt"",L,47,Jawa Timur,Priority,254982239,20000000"
C2_000140,Martaka Namaga,P,58,DKI Jakarta,Priority,170490673,50000000
C2_000141,Bagas Palastri,P,40,Sumatera Utara,Priority,641814201,50000000
C2_000142,Drs. Zelda Najmudin,P,52,Jawa Tengah,Priority,752190166,100000000
C2_000143,drg. Panca Damanik,P,38,Riau,Priority,476667386,100000000
C2_000144,Maya Pranowo,P,25,Jawa Timur,Priority,172913970,100000000
C2_000145,Vanya Winarno,L,39,DKI Jakarta,Priority,819965645,100000000
"C2_000146,""Mahmud Laksmiwati, S.Kom"",P,39,Sulawesi Selatan,Priority,774937774,100000000"
"C2_000147,""Rudi Permadi, M.Farm"",L,49,DI Yogyakarta,Priority,356527668,50000000"
C2_000148,Yance Suryatmi,L,29,Sumatera Barat,Priority,200664837,20000000
C2_000149,Lili Kusumo,P,32,Sumatera Utara,Priority,529579113,20000000
C2_000150,Winda Prasetya,P,46,Bali,Priority,76260120,50000000
C2_000151,Pranata Mustofa,L,63,Riau,Priority,687050242,20000000
C2_000152,Puti Wirda Sihotang,L,62,DI Yogyakarta,Priority,543498124,50000000
C2_000153,Drs. Kemba Pudjiastuti,P,63,Sulawesi Selatan,Priority,686694130,20000000
"C2_000154,""drg. Pia Uwais, S.E.I"",L,38,DKI Jakarta,Priority,214306996,20000000"
C2_000155,Karsa Farida,L,43,Sulawesi Selatan,Priority,697805762,100000000
"C2_000156,""Genta Hidayanto, M.Kom."",L,50,Bali,Priority,809170334,50000000"
"C2_000157,""Drs. Cahyadi Siregar, S.Gz"",P,62,DI Yogyakarta,Priority,329627134,20000000"
C2_000158,Galar Saefullah,L,57,DKI Jakarta,Priority,548471490,50000000
C2_000159,Dinda Lestari,P,36,Sulawesi Selatan,Priority,52512208,50000000
C2_000160,Gabriella Sudiati,L,53,Jawa Tengah,Priority,130450742,100000000
C2_000161,R. Puji Thamrin,L,36,DKI Jakarta,Priority,890526054,100000000
C2_000162,Wirda Sitompul,P,53,Jawa Timur,Priority,559824449,100000000
"C2_000163,""Drs. Najib Hidayat, S.Pt"",P,44,Sumatera Barat,Priority,346380804,20000000"
"C2_000164,""dr. Elma Agustina, S.Gz"",P,58,Jawa Barat,Priority,852601352,20000000"
C2_000165,KH. Chandra Namaga,P,54,Bali,Priority,937375132,20000000
C2_000166,Cemeti Sudiati,L,53,Bali,Priority,241747234,20000000
C2_000167,Ade Saptono,L,63,Jawa Timur,Priority,259278947,100000000
C2_000168,Marsudi Wastuti,L,64,Sumatera Utara,Priority,416394530,50000000
C2_000169,drg. Marsito Hardiansyah,L,26,DKI Jakarta,Priority,640776625,50000000
C2_000170,Genta Farida,L,50,Sulawesi Selatan,Priority,79830941,50000000
C2_000171,Harsana Hardiansyah,L,25,DI Yogyakarta,Priority,596858254,20000000
C2_000172,Dr. Nova Palastri,L,52,Bali,Priority,127873560,20000000
C2_000173,Lukita Salahudin,P,32,DI Yogyakarta,Priority,675181770,20000000
"C2_000174,""dr. Elon Kusmawati, S.Sos"",L,55,Bali,Priority,65427044,50000000"
C2_000175,Mursita Manullang,P,63,Jawa Barat,Priority,258000312,20000000
"C2_000176,""drg. Paramita Hutasoit, S.H."",L,43,Riau,Priority,572698863,50000000"
"C2_000177,""Heru Suryatmi, M.TI."",L,37,DI Yogyakarta,Priority,895993778,20000000"
C2_000178,Malika Uwais,L,40,Jawa Timur,Priority,633142211,50000000
C2_000179,Sadina Anggraini,L,47,Sumatera Utara,Priority,743836667,20000000
C2_000180,Zaenab Mansur,P,35,Sumatera Barat,Priority,223939445,100000000
C2_000181,Drs. Wahyu Lazuardi,L,48,DKI Jakarta,Priority,588866154,20000000
C2_000182,Daniswara Hasanah,L,34,Sumatera Utara,Priority,331507385,50000000
"C2_000183,""drg. Dono Farida, M.TI."",L,29,Sulawesi Selatan,Priority,388921099,50000000"
C2_000184,Jindra Haryanto,L,36,Riau,Priority,475597407,50000000
C2_000185,Cut Sabrina Widiastuti,L,60,Jawa Barat,Priority,954282436,100000000
C2_000186,Tgk. Padmi Suartini,L,50,Jawa Barat,Priority,976346601,100000000
C2_000187,KH. Luhung Hardiansyah,P,52,DI Yogyakarta,Priority,923074665,50000000
C2_000188,Nabila Farida,P,40,DKI Jakarta,Priority,56917874,50000000
C2_000189,Laila Prasetyo,P,26,Riau,Priority,73157220,50000000
C2_000190,Tomi Sirait,P,50,Jawa Timur,Priority,618051096,20000000
"C2_000191,""H. Harto Marpaung, S.I.Kom"",P,28,Jawa Tengah,Priority,749438915,50000000"
C2_000192,R.M. Labuh Purwanti,P,53,Bali,Priority,332744215,20000000
C2_000193,Puti Adriansyah,P,40,Sumatera Utara,Priority,689103779,100000000
C2_000194,Mahmud Hartati,L,46,DI Yogyakarta,Priority,959994745,100000000
"C2_000195,""dr. Wadi Putra, S.Kom"",P,30,Jawa Barat,Priority,222767361,50000000"
C2_000196,Cakrabuana Irawan,P,52,Jawa Timur,Priority,965810082,100000000
C2_000197,Karma Hariyah,P,35,Sumatera Utara,Priority,959419644,20000000
C2_000198,Vero Tarihoran,P,45,Sulawesi Selatan,Priority,225927139,20000000
"C2_000199,""Suci Dabukke, S.Psi"",L,50,Sulawesi Selatan,Priority,429330311,50000000"
C2_000200,Raditya Hutasoit,P,63,Jawa Tengah,Priority,304725832,50000000
"C2_000201,""Harjo Susanti, S.I.Kom"",P,46,Jawa Barat,Priority,884326811,100000000"
"C2_000202,""drg. Praba Haryanti, S.E."",P,54,Jawa Barat,Priority,289810747,50000000"
"C2_000203,""Maman Hakim, M.Farm"",P,54,DI Yogyakarta,Priority,343427637,50000000"
C2_000204,Devi Riyanti,L,57,DI Yogyakarta,Priority,366413821,50000000
C2_000205,Cakrabuana Wijayanti,L,64,Jawa Timur,Priority,348713959,20000000
"C2_000206,""Nadine Rajata, M.TI."",P,54,Jawa Tengah,Priority,590336171,100000000"
C2_000207,Ridwan Nashiruddin,L,61,DKI Jakarta,Priority,680697481,50000000
C2_000208,Nadia Lailasari,P,54,DI Yogyakarta,Priority,477602948,50000000
"C2_000209,""Ivan Pratama, S.Kom"",L,50,DKI Jakarta,Priority,124445668,50000000"
C2_000210,Bahuraksa Yuliarti,L,30,Sumatera Barat,Priority,363874807,20000000
C2_000211,Zaenab Nashiruddin,L,28,Jawa Timur,Priority,452767091,20000000
C2_000212,R. Salsabila Usamah,L,39,Jawa Barat,Priority,67201180,50000000
C2_000213,drg. Okto Ardianto,P,60,Jawa Timur,Priority,343120386,100000000
C2_000214,Ivan Kusmawati,L,27,Jawa Timur,Priority,294964505,20000000
C2_000215,Luluh Halimah,P,40,DKI Jakarta,Priority,455410398,50000000
"C2_000216,""Ir. Juli Padmasari, S.H."",P,40,Jawa Timur,Priority,878129281,100000000"
C2_000217,Syahrini Pratiwi,L,64,Sumatera Barat,Priority,840591822,50000000
"C2_000218,""Ir. Dinda Marbun, S.Gz"",L,51,Sulawesi Selatan,Priority,862498523,100000000"
C2_000219,Tari Nuraini,L,30,Jawa Barat,Priority,863283383,20000000
C2_000220,Tari Haryanti,P,45,Sumatera Barat,Priority,922127211,100000000
"C2_000221,""H. Mariadi Putra, S.Pt"",P,37,Sumatera Barat,Priority,847863243,20000000"
C2_000222,Tomi Winarno,L,33,DKI Jakarta,Priority,852256398,20000000
"C2_000223,""Edward Kuswoyo, S.Psi"",P,32,DI Yogyakarta,Priority,262058708,100000000"
C2_000224,Agnes Pranowo,L,52,Jawa Timur,Priority,178932731,20000000
C2_000225,Siska Wacana,L,43,Sulawesi Selatan,Priority,899009013,100000000
C2_000226,Diana Manullang,L,53,Sumatera Barat,Priority,810874749,100000000
C2_000227,Olivia Nasyiah,L,55,Jawa Tengah,Priority,692240220,20000000
"C2_000228,""Ratih Prastuti, S.IP"",P,57,DKI Jakarta,Priority,479696760,20000000"
C2_000229,Bagya Saefullah,L,30,Sumatera Utara,Priority,876125309,20000000
C2_000230,Sabrina Maulana,P,28,DI Yogyakarta,Priority,885162082,20000000
"C2_000231,""Shania Farida, S.Gz"",P,40,Sulawesi Selatan,Priority,780466427,20000000"
"C2_000232,""Drs. Kariman Dongoran, S.E.I"",P,27,Jawa Timur,Priority,992944913,50000000"
C2_000233,Endah Situmorang,L,49,Bali,Priority,857137509,50000000
C2_000234,Sutan Marsito Kuswoyo,P,41,DI Yogyakarta,Priority,725394894,50000000
C2_000235,Bagus Januar,L,46,DKI Jakarta,Priority,888718012,50000000
C2_000236,Ira Usada,P,42,Sumatera Barat,Priority,339599487,50000000
"C2_000237,""Viktor Aryani, M.Pd"",L,56,Riau,Priority,990062840,100000000"
C2_000238,Hj. Lala Narpati,L,42,Jawa Tengah,Priority,870993279,20000000
"C2_000239,""Puti Kartika Wasita, S.H."",P,50,Sulawesi Selatan,Priority,483657547,50000000"
C2_000240,Puput Manullang,P,49,DI Yogyakarta,Priority,355559009,100000000
C2_000241,Karma Setiawan,P,52,Jawa Timur,Priority,215618180,100000000
C2_000242,Kajen Permata,L,64,Sulawesi Selatan,Priority,428029392,50000000
C2_000243,Hasna Wijayanti,L,47,Riau,Priority,388446412,50000000
C2_000244,Bagas Mansur,L,32,Jawa Timur,Priority,369062843,50000000
"C2_000245,""Taufan Hasanah, S.Sos"",P,37,Sumatera Utara,Priority,989312780,50000000"
C2_000246,Zelaya Simbolon,L,34,Jawa Tengah,Priority,801708259,100000000
C2_000247,Uchita Siregar,L,27,DKI Jakarta,Priority,80686927,20000000
"C2_000248,""Yono Saputra, S.Pt"",L,34,Bali,Priority,285491623,20000000"
C2_000249,Drs. Citra Nababan,L,39,Sulawesi Selatan,Priority,336822082,100000000
C2_000250,drg. Zelda Puspita,P,48,DKI Jakarta,Priority,554032513,50000000
C2_000251,Bakiadi Siregar,L,34,Bali,Priority,164179032,20000000
"C2_000252,""Kawaya Kusmawati, S.Farm"",P,45,Sumatera Barat,Priority,490174004,50000000"
"C2_000253,""Widya Hidayanto, S.T."",L,62,Riau,Priority,793017154,20000000"
C2_000254,Argono Kuswoyo,L,63,Sumatera Barat,Priority,338695049,20000000
C2_000255,Jasmani Wastuti,L,52,Jawa Timur,Priority,469104283,20000000
"C2_000256,""Sutan Harimurti Hutapea, S.Ked"",P,26,Sumatera Utara,Priority,947900938,100000000"
C2_000257,Ulva Iswahyudi,L,28,Bali,Priority,847369840,50000000
C2_000258,Jaeman Gunawan,P,27,Riau,Priority,457684344,20000000
"C2_000259,""Aisyah Ramadan, S.Psi"",L,56,DI Yogyakarta,Priority,411124870,20000000"
C2_000260,Dimaz Kurniawan,P,58,Sumatera Barat,Priority,397772316,20000000
C2_000261,Jarwadi Susanti,L,40,Riau,Priority,962113075,50000000
C2_000262,Tina Santoso,P,28,Sumatera Utara,Priority,412963598,20000000
"C2_000263,""Ir. Paris Nababan, M.Kom."",P,42,Sumatera Utara,Priority,247422598,100000000"
C2_000264,Maryadi Safitri,L,52,Jawa Barat,Priority,611874371,20000000
C2_000265,Halim Maulana,L,30,Riau,Priority,101882550,20000000
C2_000266,Luluh Lailasari,P,25,Jawa Timur,Priority,829147138,100000000
"C2_000267,""drg. Hendra Megantara, S.Ked"",L,40,Sulawesi Selatan,Priority,313397378,50000000"
C2_000268,Alika Pradana,L,61,Jawa Tengah,Priority,62337564,50000000
C2_000269,Umaya Prakasa,L,33,DI Yogyakarta,Priority,823115923,20000000
C2_000270,Nadine Palastri,P,41,Sulawesi Selatan,Priority,806191227,50000000
"C2_000271,""dr. Endah Marpaung, S.Pt"",P,60,Jawa Barat,Priority,828694409,100000000"
C2_000272,Clara Suryono,L,58,Jawa Tengah,Priority,329056828,50000000
"C2_000273,""R.A. Winda Wasita, S.T."",L,55,Bali,Priority,678504802,20000000"
C2_000274,Ade Siregar,P,58,DKI Jakarta,Priority,793097689,100000000
C2_000275,Rosman Handayani,L,61,Jawa Barat,Priority,770170845,20000000
C2_000276,Titin Laksmiwati,L,58,DI Yogyakarta,Priority,266590041,100000000
C2_000277,Ibrahim Padmasari,P,61,DKI Jakarta,Priority,348916516,100000000
C2_000278,Darmana Hardiansyah,L,25,Bali,Priority,122289619,20000000
"C2_000279,""Raditya Irawan, S.Pd"",P,39,DI Yogyakarta,Priority,555882996,20000000"
C2_000280,Empluk Nainggolan,L,55,Jawa Barat,Priority,261315369,50000000
C2_000281,Mahfud Tamba,P,38,Sulawesi Selatan,Priority,998335560,50000000
"C2_000282,""Padmi Mahendra, S.I.Kom"",P,58,DI Yogyakarta,Priority,205156426,20000000"
C2_000283,Jagaraga Anggriawan,L,25,Sumatera Barat,Priority,569135584,20000000
C2_000284,Murti Hardiansyah,P,59,Bali,Priority,51162269,50000000
C2_000285,Usyi Maulana,L,35,DKI Jakarta,Priority,441121139,20000000
"C2_000286,""drg. Patricia Budiyanto, S.I.Kom"",P,41,Jawa Timur,Priority,747226796,100000000"
C2_000287,H. Balapati Zulaika,P,29,Bali,Priority,927023958,50000000
"C2_000288,""Pranawa Yuniar, S.Farm"",L,41,DI Yogyakarta,Priority,619421667,50000000"
C2_000289,Pranawa Rahayu,L,42,DI Yogyakarta,Priority,497361431,100000000
"C2_000290,""R. Juli Mansur, S.Gz"",P,49,Jawa Tengah,Priority,50204190,100000000"
C2_000291,Suci Latupono,L,59,Sulawesi Selatan,Priority,349736086,20000000
C2_000292,Chelsea Nugroho,P,40,Sulawesi Selatan,Priority,566507700,20000000
C2_000293,Tgk. Maimunah Puspita,P,47,Bali,Priority,137331881,100000000
"C2_000294,""Tgk. Cahya Agustina, S.Pd"",P,64,Riau,Priority,491937571,100000000"
"C2_000295,""Puji Padmasari, M.Ak"",L,45,Sumatera Utara,Priority,548675303,50000000"
C2_000296,Nurul Laksita,P,53,Riau,Priority,66345968,50000000
C2_000297,Raina Marbun,L,60,Bali,Priority,323202337,50000000
C2_000298,Ir. Tami Hutasoit,P,34,Jawa Barat,Priority,619480020,20000000
"C2_000299,""Cagak Waluyo, M.Ak"",P,44,Bali,Priority,120479001,50000000"
C2_000300,Bakti Nurdiyanti,L,31,Sumatera Utara,Priority,866842054,100000000
"C2_000301,""Dr. Paris Mangunsong, M.Kom."",L,54,Jawa Barat,Priority,353937944,50000000"
C2_000302,Drs. Rahman Wahyudin,L,53,DKI Jakarta,Priority,461039234,100000000
"C2_000303,""Lutfan Jailani, S.Sos"",P,25,Bali,Priority,827240948,100000000"
C2_000304,Ir. Iriana Mandasari,P,45,Sumatera Barat,Priority,962628266,20000000
"C2_000305,""Cawuk Kurniawan, M.TI."",L,31,Bali,Priority,831534673,20000000"
C2_000306,Erik Sihombing,L,28,Sumatera Barat,Priority,700686005,50000000
C2_000307,R.M. Jagaraga Saragih,L,63,Bali,Priority,74021811,50000000
C2_000308,Lasmanto Astuti,P,39,Bali,Priority,419015308,50000000
C2_000309,dr. Langgeng Mandasari,P,58,Sumatera Barat,Priority,656266817,20000000
C2_000310,Drs. Jaeman Rajata,P,26,Jawa Tengah,Priority,100357871,100000000
C2_000311,KH. Saka Wastuti,L,61,Jawa Tengah,Priority,60142718,100000000
"C2_000312,""R.M. Emong Suryatmi, M.Pd"",P,27,Bali,Priority,307866807,20000000"
C2_000313,Putri Simbolon,L,28,DI Yogyakarta,Priority,644421934,50000000
C2_000314,Gandi Kurniawan,L,60,Sumatera Utara,Priority,151121996,20000000
C2_000315,Vicky Marbun,L,51,Sumatera Utara,Priority,727639104,100000000
C2_000316,Ir. Bajragin Hidayat,P,28,Riau,Priority,259236289,20000000
C2_000317,T. Garan Mandasari,P,60,Jawa Barat,Priority,254416067,20000000
"C2_000318,""Hesti Salahudin, S.Pd"",P,43,Jawa Barat,Priority,961005196,100000000"
C2_000319,R. Lili Natsir,L,58,Bali,Priority,537041821,20000000
C2_000320,Daliman Habibi,P,40,Riau,Priority,809556587,20000000
