transaction_id;customer_id;full_name;product_name;channel;branch_id;province;transaction_date;amount;is_outlier;gender;age;segment;avg_balance;cc_limit
T2_001108;C2_002245;dr. Unjani Sudiati, S.T.;Kredit Mikro;ATM;B2_028;DKI Jakarta;07/01/2023;496427030;TRUE;L;47;Priority;756167130;20000000
T2_001757;C2_002245;dr. Unjani Sudiati, S.T.;Deposito;Teller;B2_029;DKI Jakarta;22/04/2024;398123773;FALSE;L;47;Priority;756167130;20000000
T2_001439;C2_000530;Yuliana Purnawati;Tabungan;ATM;B2_004;Riau;28/10/2024;496066026;TRUE;P;61;Priority;404203787;50000000
T2_006551;C2_000530;Yuliana Purnawati;Kredit Mikro;Internet Banking;B2_028;Riau;16/05/2024;498593842;TRUE;P;61;Priority;404203787;50000000
T2_001161;C2_000530;Yuliana Purnawati;Kredit Mikro;EDC;B2_015;Riau;12/03/2025;301433439;FALSE;P;61;Priority;404203787;50000000
T2_001743;C2_000530;Yuliana Purnawati;Tabungan;Teller;B2_014;Riau;11/05/2024;451017386;FALSE;P;61;Priority;404203787;50000000
T2_001951;C2_000530;Yuliana Purnawati;Tabungan;Teller;B2_013;Riau;20/04/2024;192182532;FALSE;P;61;Priority;404203787;50000000
T2_002568;C2_000530;Yuliana Purnawati;Tabungan;Teller;B2_017;Riau;17/01/2025;38837336;FALSE;P;61;Priority;404203787;50000000
T2_001284;C2_000011;Farah Maheswara;Kredit Konsumer;Teller;B2_007;DKI Jakarta;23/06/2024;370265706;FALSE;L;45;Priority;827863113;100000000
T2_001641;C2_000011;Farah Maheswara;Kartu Kredit;Teller;B2_021;DKI Jakarta;19/03/2024;402747839;FALSE;L;45;Priority;827863113;100000000
T2_002167;C2_000011;Farah Maheswara;Kartu Kredit;ATM;B2_001;DKI Jakarta;11/05/2023;380136716;FALSE;L;45;Priority;827863113;100000000
T2_002182;C2_000011;Farah Maheswara;Kartu Kredit;Mobile Banking;B2_023;DKI Jakarta;09/12/2023;199695587;FALSE;L;45;Priority;827863113;100000000
T2_002590;C2_000011;Farah Maheswara;Kredit Konsumer;Mobile Banking;B2_016;DKI Jakarta;26/05/2024;211852330;FALSE;L;45;Priority;827863113;100000000
T2_001483;C2_002608;Gamblang Kusumo;Tabungan;Teller;B2_005;Jawa Timur;29/10/2023;497066009;TRUE;P;55;Priority;711305852;50000000
T2_005669;C2_002608;Gamblang Kusumo;Kartu Kredit;ATM;B2_018;Jawa Timur;11/08/2024;496351896;TRUE;P;55;Priority;711305852;50000000
T2_001760;C2_000012;Mulyono Permata, S.Kom;Kartu Kredit;Mobile Banking;B2_029;DI Yogyakarta;30/03/2025;485051890;FALSE;L;45;Priority;355671192;50000000
T2_001659;C2_000103;Kania Haryanto, S.Farm;Tabungan;Mobile Banking;B2_002;Jawa Tengah;23/08/2023;498751559;TRUE;P;52;Priority;230861383;100000000
T2_000406;C2_000103;Kania Haryanto, S.Farm;Tabungan;Internet Banking;B2_022;Jawa Tengah;26/09/2024;130302086;FALSE;P;52;Priority;230861383;100000000
T2_001705;C2_000158;Galar Saefullah;Kartu Kredit;Teller;B2_007;DKI Jakarta;15/03/2023;499628413;TRUE;L;57;Priority;548471490;50000000
T2_002015;C2_000158;Galar Saefullah;Kartu Kredit;ATM;B2_023;DKI Jakarta;16/06/2025;134616515;FALSE;L;57;Priority;548471490;50000000
T2_002161;C2_000014;Tira Budiyanto;Kartu Kredit;Teller;B2_014;Sulawesi Selatan;30/11/2024;22765007;FALSE;L;47;Priority;803370052;100000000
T2_001878;C2_001199;Syahrini Hidayanto;Kartu Kredit;Internet Banking;B2_002;Jawa Timur;20/06/2025;498537680;TRUE;P;25;Priority;351058636;20000000
T2_002614;C2_001199;Syahrini Hidayanto;Kartu Kredit;ATM;B2_030;Jawa Timur;07/07/2023;348401775;FALSE;P;25;Priority;351058636;20000000
T2_002091;C2_000015;Muni Habibi;Kredit Konsumer;Mobile Banking;B2_028;Sumatera Utara;30/08/2023;409547647;FALSE;P;60;Priority;510621589;20000000
T2_002122;C2_000015;Muni Habibi;Kartu Kredit;ATM;B2_016;Sumatera Utara;07/06/2024;332452244;FALSE;P;60;Priority;510621589;20000000
T2_002022;C2_002947;Dalimin Habibi;Kartu Kredit;EDC;B2_014;DI Yogyakarta;08/07/2024;495893397;TRUE;P;33;Priority;265865733;20000000
T2_002058;C2_000309;dr. Langgeng Mandasari;Tabungan;EDC;B2_014;Sumatera Barat;29/12/2023;499054286;TRUE;P;58;Priority;656266817;20000000
T2_000981;C2_000309;dr. Langgeng Mandasari;Tabungan;Teller;B2_026;Sumatera Barat;14/02/2023;400377388;FALSE;P;58;Priority;656266817;20000000
T2_002578;C2_002384;Hasna Laksmiwati;Kredit Konsumer;ATM;B2_027;Jawa Tengah;26/06/2025;498245722;TRUE;L;52;Priority;833427052;100000000
T2_002089;C2_002384;Hasna Laksmiwati;Tabungan;EDC;B2_004;Jawa Tengah;07/10/2023;434983562;FALSE;L;52;Priority;833427052;100000000
T2_000970;C2_000018;Tgk. Melinda Aryani;Kredit Konsumer;ATM;B2_030;Sulawesi Selatan;22/08/2025;360374656;FALSE;L;63;Priority;446306442;50000000
T2_002600;C2_000450;Gasti Suartini;Deposito;Teller;B2_006;Sumatera Barat;16/09/2023;497497002;TRUE;L;46;Priority;80779218;20000000
T2_000977;C2_000019;Maida Nurdiyanti;Tabungan;Mobile Banking;B2_011;Jawa Barat;03/05/2024;243146893;FALSE;P;41;Priority;112025643;100000000
T2_002627;C2_000798;Kamidin Waluyo, S.E.;Deposito;EDC;B2_015;Jawa Barat;05/05/2023;499244172;TRUE;P;51;Priority;478870169;100000000
T2_001503;C2_000020;Yunita Setiawan;Kredit Konsumer;Teller;B2_028;Riau;25/05/2023;394457501;FALSE;P;38;Priority;731542916;100000000
T2_002754;C2_001554;dr. Alambana Wijayanti;Kredit Konsumer;EDC;B2_020;Bali;20/02/2023;497414211;TRUE;P;44;Priority;103200175;50000000
T2_001504;C2_000021;Tgk. Malika Utama, M.Kom.;Kredit Mikro;Mobile Banking;B2_016;DKI Jakarta;31/01/2023;358737372;FALSE;L;46;Priority;467454597;20000000
T2_002791;C2_001648;R.M. Prasetyo Haryanto;Deposito;Mobile Banking;B2_016;DKI Jakarta;15/02/2025;499348138;TRUE;L;48;Priority;470652030;20000000
T2_001825;C2_001648;R.M. Prasetyo Haryanto;Deposito;Teller;B2_029;DKI Jakarta;25/08/2023;370300064;FALSE;L;48;Priority;470652030;20000000
T2_001426;C2_000022;Restu Napitupulu, M.Ak;Tabungan;Mobile Banking;B2_025;Sulawesi Selatan;19/12/2024;478227468;FALSE;L;41;Priority;503961952;100000000
T2_002873;C2_002640;Elvina Sitorus;Kartu Kredit;EDC;B2_029;Jawa Timur;19/11/2024;499844688;TRUE;L;59;Priority;537087780;100000000
T2_000893;C2_000023;Janet Ardianto, M.Ak;Kartu Kredit;ATM;B2_014;DKI Jakarta;17/03/2024;163307167;FALSE;P;53;Priority;235783567;100000000
T2_002917;C2_001676;Kenari Saptono;Kartu Kredit;Internet Banking;B2_020;Sumatera Barat;18/12/2024;499285726;TRUE;L;27;Priority;60185063;50000000
T2_003560;C2_000024;Bagiya Puspasari;Kredit Mikro;Mobile Banking;B2_005;Sulawesi Selatan;10/10/2023;497075668;TRUE;L;62;Priority;76643191;20000000
T2_002958;C2_000598;R. Vicky Mandala, M.Farm;Deposito;Mobile Banking;B2_019;Sumatera Utara;06/05/2023;499019317;TRUE;L;33;Priority;233048026;100000000
T2_000978;C2_000598;R. Vicky Mandala, M.Farm;Tabungan;ATM;B2_008;Sumatera Utara;14/02/2023;430305729;FALSE;L;33;Priority;233048026;100000000
T2_002924;C2_000025;Hj. Alika Napitupulu;Kredit Konsumer;ATM;B2_026;Jawa Barat;13/07/2025;51829310;FALSE;P;50;Priority;537503917;20000000
T2_003187;C2_000721;Sabrina Wijayanti;Deposito;Teller;B2_014;Sumatera Barat;27/01/2023;497160340;TRUE;L;63;Priority;276335104;20000000
T2_000200;C2_000721;Sabrina Wijayanti;Kartu Kredit;Mobile Banking;B2_024;Sumatera Barat;05/03/2023;336677022;FALSE;L;63;Priority;276335104;20000000
T2_002187;C2_000721;Sabrina Wijayanti;Kartu Kredit;ATM;B2_030;Sumatera Barat;04/09/2023;10241300;FALSE;L;63;Priority;276335104;20000000
T2_002620;C2_000721;Sabrina Wijayanti;Kartu Kredit;Internet Banking;B2_030;Sumatera Barat;10/06/2024;301020465;FALSE;L;63;Priority;276335104;20000000
T2_003323;C2_002185;Enteng Napitupulu;Tabungan;Mobile Banking;B2_006;Bali;22/07/2023;497253547;TRUE;P;25;Priority;302098156;20000000
T2_003398;C2_001380;Dr. Zulfa Saputra, S.Ked;Kartu Kredit;Internet Banking;B2_004;Jawa Barat;09/06/2024;497527557;TRUE;P;56;Priority;704235931;50000000
T2_000903;C2_000028;Tgk. Fitriani Irawan, S.Sos;Kredit Konsumer;Internet Banking;B2_016;Bali;23/05/2024;356027823;FALSE;L;51;Priority;753660567;50000000
T2_003422;C2_001804;Tami Permata;Kredit Konsumer;Teller;B2_020;DI Yogyakarta;21/02/2024;499552862;TRUE;L;53;Priority;115154323;50000000
T2_000043;C2_001804;Tami Permata;Kredit Konsumer;Mobile Banking;B2_014;DI Yogyakarta;29/06/2024;155596379;FALSE;L;53;Priority;115154323;50000000
T2_003492;C2_002039;Tgk. Darmaji Dabukke, S.Psi;Deposito;ATM;B2_003;Jawa Barat;14/05/2023;496183105;TRUE;L;30;Priority;976606349;50000000
T2_007234;C2_002039;Tgk. Darmaji Dabukke, S.Psi;Kredit Mikro;ATM;B2_011;Jawa Barat;19/01/2024;497402325;TRUE;L;30;Priority;976606349;50000000
T2_000223;C2_002039;Tgk. Darmaji Dabukke, S.Psi;Deposito;Mobile Banking;B2_013;Jawa Barat;01/07/2023;199899221;FALSE;L;30;Priority;976606349;50000000
T2_001040;C2_002039;Tgk. Darmaji Dabukke, S.Psi;Deposito;Teller;B2_029;Jawa Barat;10/02/2023;381073249;FALSE;L;30;Priority;976606349;50000000
T2_000199;C2_000030;Opan Sihombing;Kartu Kredit;ATM;B2_012;Sulawesi Selatan;05/03/2023;21620402;FALSE;L;47;Priority;251998589;100000000
T2_003501;C2_000462;Dr. Banawi Safitri;Kredit Konsumer;EDC;B2_001;DI Yogyakarta;10/09/2024;498171233;TRUE;P;25;Priority;280511725;100000000
T2_002707;C2_000462;Dr. Banawi Safitri;Kredit Konsumer;Teller;B2_022;DI Yogyakarta;23/10/2024;391425136;FALSE;P;25;Priority;280511725;100000000
T2_001428;C2_000031;Jessica Prakasa;Tabungan;Teller;B2_014;Jawa Barat;07/01/2024;237212438;FALSE;L;58;Priority;881867723;20000000
T2_000779;C2_000032;Hardana Permata, S.Ked;Deposito;Internet Banking;B2_029;Jawa Timur;01/11/2023;184723778;FALSE;P;42;Priority;987555350;50000000
T2_001227;C2_000032;Hardana Permata, S.Ked;Tabungan;EDC;B2_005;Jawa Timur;10/06/2023;376689387;FALSE;P;42;Priority;987555350;50000000
T2_001319;C2_000032;Hardana Permata, S.Ked;Kredit Mikro;EDC;B2_001;Jawa Timur;23/10/2023;235610451;FALSE;P;42;Priority;987555350;50000000
T2_003623;C2_001814;Drs. Melinda Firmansyah;Kredit Mikro;Internet Banking;B2_007;Sumatera Utara;01/03/2023;498463769;TRUE;L;56;Priority;530572879;100000000
T2_000693;C2_000033;Jail Prastuti, S.Kom;Tabungan;EDC;B2_021;Jawa Tengah;07/05/2025;55902626;FALSE;P;45;Priority;631936901;100000000
T2_002242;C2_000033;Jail Prastuti, S.Kom;Kredit Mikro;EDC;B2_028;Jawa Tengah;22/04/2025;423741133;FALSE;P;45;Priority;631936901;100000000
T2_003686;C2_000636;Drs. Yuliana Wahyuni, S.E.I;Kartu Kredit;EDC;B2_023;Bali;17/02/2025;498402408;TRUE;P;48;Priority;632172627;20000000
T2_003717;C2_001933;Maida Mulyani;Kredit Mikro;EDC;B2_025;DKI Jakarta;18/08/2025;498849062;TRUE;P;58;Priority;443033042;20000000
T2_002558;C2_000035;Ulva Wacana;Kredit Konsumer;Mobile Banking;B2_019;Bali;21/04/2023;111333982;FALSE;L;56;Priority;948109928;50000000
T2_003838;C2_000939;R.A. Sabrina Waskita;Kredit Konsumer;Internet Banking;B2_019;Sulawesi Selatan;26/11/2023;498010444;TRUE;P;55;Priority;752746133;20000000
T2_003854;C2_000466;Ghaliyati Agustina;Deposito;ATM;B2_009;Sumatera Barat;01/01/2023;499680787;TRUE;L;59;Priority;433061623;100000000
T2_002377;C2_000466;Ghaliyati Agustina;Kartu Kredit;Teller;B2_022;Sumatera Barat;03/06/2024;87504586;FALSE;L;59;Priority;433061623;100000000
T2_003981;C2_000699;drg. Devi Zulkarnain, M.Farm;Deposito;EDC;B2_019;Jawa Timur;16/10/2023;496735853;TRUE;P;53;Priority;106144361;50000000
T2_001022;C2_000699;drg. Devi Zulkarnain, M.Farm;Kartu Kredit;ATM;B2_013;Jawa Timur;26/04/2024;183017337;FALSE;P;53;Priority;106144361;50000000
T2_004215;C2_001253;Kenes Putra, M.Ak;Tabungan;ATM;B2_002;Sumatera Utara;01/07/2023;497275075;TRUE;L;26;Priority;569243157;100000000
T2_001289;C2_000039;KH. Warta Mangunsong;Deposito;ATM;B2_018;DI Yogyakarta;19/08/2024;293980604;FALSE;L;35;Priority;625855917;100000000
T2_004268;C2_002195;Humaira Permadi;Kredit Konsumer;Teller;B2_004;Jawa Timur;15/03/2025;497343811;TRUE;P;64;Priority;328849564;100000000
T2_001222;C2_002195;Humaira Permadi;Kredit Konsumer;Teller;B2_018;Jawa Timur;04/11/2023;423762310;FALSE;P;64;Priority;328849564;100000000
T2_000617;C2_000040;Ir. Gara Wijayanti, M.M.;Deposito;Internet Banking;B2_016;Jawa Timur;01/10/2024;75563476;FALSE;L;54;Priority;119795944;20000000
T2_001253;C2_000040;Ir. Gara Wijayanti, M.M.;Kredit Mikro;Internet Banking;B2_027;Jawa Timur;11/07/2024;86855794;FALSE;L;54;Priority;119795944;20000000
T2_004377;C2_002923;Sari Suartini;Kartu Kredit;Mobile Banking;B2_008;DI Yogyakarta;29/10/2023;496970437;TRUE;L;63;Priority;441769330;100000000
T2_002518;C2_002923;Sari Suartini;Tabungan;ATM;B2_005;DI Yogyakarta;12/11/2023;218207147;FALSE;L;63;Priority;441769330;100000000
T2_004383;C2_001428;Lili Latupono, M.Ak;Tabungan;ATM;B2_017;Jawa Tengah;11/04/2023;496846494;TRUE;P;28;Priority;218976790;20000000
T2_000273;C2_001428;Lili Latupono, M.Ak;Kredit Konsumer;ATM;B2_021;Jawa Tengah;17/08/2024;433940669;FALSE;P;28;Priority;218976790;20000000
T2_001527;C2_001428;Lili Latupono, M.Ak;Kartu Kredit;Mobile Banking;B2_024;Jawa Tengah;17/12/2023;397128343;FALSE;P;28;Priority;218976790;20000000
T2_001957;C2_001428;Lili Latupono, M.Ak;Deposito;EDC;B2_003;Jawa Tengah;18/04/2025;253859065;FALSE;P;28;Priority;218976790;20000000
T2_004431;C2_002274;Kawaca Waskita, M.Ak;Kredit Konsumer;Internet Banking;B2_016;Riau;25/12/2023;496457317;TRUE;L;40;Priority;701389116;20000000
T2_000477;C2_002274;Kawaca Waskita, M.Ak;Tabungan;Teller;B2_020;Riau;05/03/2024;185260926;FALSE;L;40;Priority;701389116;20000000
T2_001026;C2_000043;Warta Yuliarti;Kartu Kredit;Internet Banking;B2_020;Bali;03/06/2024;344406102;FALSE;L;52;Priority;949439079;20000000
T2_002624;C2_000043;Warta Yuliarti;Deposito;Teller;B2_008;Bali;06/02/2025;122495555;FALSE;L;52;Priority;949439079;20000000
T2_001922;C2_000044;Harimurti Wacana;Tabungan;Teller;B2_003;Bali;08/02/2023;289720292;FALSE;L;64;Priority;813938797;50000000
T2_004599;C2_001063;Ayu Widodo, S.Ked;Tabungan;Teller;B2_006;Jawa Tengah;10/07/2025;496625860;TRUE;L;26;Priority;92414239;100000000
T2_002521;C2_001063;Ayu Widodo, S.Ked;Kartu Kredit;ATM;B2_014;Jawa Tengah;20/05/2025;194635151;FALSE;L;26;Priority;92414239;100000000
T2_004687;C2_001948;Daruna Mardhiyah;Deposito;Teller;B2_017;Jawa Tengah;25/08/2023;497869118;TRUE;L;46;Priority;110290095;20000000
T2_000588;C2_001948;Daruna Mardhiyah;Tabungan;Teller;B2_015;Jawa Tengah;19/03/2025;184015550;FALSE;L;46;Priority;110290095;20000000
T2_001261;C2_001948;Daruna Mardhiyah;Kredit Konsumer;EDC;B2_017;Jawa Tengah;07/06/2023;261398275;FALSE;L;46;Priority;110290095;20000000
T2_002413;C2_001948;Daruna Mardhiyah;Deposito;Teller;B2_006;Jawa Tengah;11/08/2024;206031797;FALSE;L;46;Priority;110290095;20000000
T2_000194;C2_000046;Rina Wulandari;Deposito;Teller;B2_005;DKI Jakarta;04/08/2024;294595866;FALSE;L;40;Priority;692597316;20000000
T2_000339;C2_000046;Rina Wulandari;Kartu Kredit;Teller;B2_008;DKI Jakarta;24/04/2024;395216549;FALSE;L;40;Priority;692597316;20000000
T2_004715;C2_000517;Paris Haryanto;Tabungan;Teller;B2_029;Sumatera Barat;04/06/2024;496648048;TRUE;L;43;Priority;212312013;50000000
T2_002087;C2_000517;Paris Haryanto;Deposito;Teller;B2_016;Sumatera Barat;02/08/2024;230672266;FALSE;L;43;Priority;212312013;50000000
T2_002869;C2_000517;Paris Haryanto;Kredit Mikro;Internet Banking;B2_002;Sumatera Barat;10/01/2025;214180660;FALSE;L;43;Priority;212312013;50000000
T2_004746;C2_000489;Drs. Nurul Halim, S.E.I;Kredit Mikro;Mobile Banking;B2_020;Jawa Timur;12/02/2025;499172890;TRUE;L;47;Priority;216077524;20000000
T2_001010;C2_000048;Jasmani Pudjiastuti;Deposito;Teller;B2_025;Sumatera Utara;11/05/2023;317502584;FALSE;P;27;Priority;658298665;50000000
T2_004934;C2_000712;Jarwi Hartati;Kredit Mikro;Mobile Banking;B2_014;Jawa Tengah;19/03/2023;499907782;TRUE;L;34;Priority;906540899;20000000
T2_002696;C2_000049;Jindra Hasanah;Tabungan;Internet Banking;B2_006;DKI Jakarta;05/03/2023;331249963;FALSE;L;27;Priority;449048670;50000000
T2_005059;C2_001407;Jono Iswahyudi;Kartu Kredit;ATM;B2_022;Sulawesi Selatan;27/05/2025;499324429;TRUE;P;46;Priority;598593831;20000000
T2_000131;C2_001407;Jono Iswahyudi;Kredit Mikro;EDC;B2_003;Sulawesi Selatan;07/06/2024;188219861;FALSE;P;46;Priority;598593831;20000000
T2_000479;C2_001407;Jono Iswahyudi;Tabungan;EDC;B2_007;Sulawesi Selatan;08/03/2024;207572402;FALSE;P;46;Priority;598593831;20000000
T2_001931;C2_001407;Jono Iswahyudi;Kredit Konsumer;Internet Banking;B2_002;Sulawesi Selatan;30/07/2023;208918778;FALSE;P;46;Priority;598593831;20000000
T2_000391;C2_000050;Oman Puspasari, M.Ak;Kredit Mikro;Internet Banking;B2_022;Sumatera Barat;14/07/2024;258894213;FALSE;P;34;Priority;692696378;100000000
T2_001070;C2_000050;Oman Puspasari, M.Ak;Kartu Kredit;Mobile Banking;B2_028;Sumatera Barat;15/07/2025;460162295;FALSE;P;34;Priority;692696378;100000000
T2_001613;C2_000050;Oman Puspasari, M.Ak;Kredit Mikro;EDC;B2_023;Sumatera Barat;25/03/2023;13531827;FALSE;P;34;Priority;692696378;100000000
T2_005067;C2_000801;Queen Sihotang;Kredit Mikro;EDC;B2_010;Jawa Tengah;09/08/2025;497788332;TRUE;P;47;Priority;747054997;100000000
T2_005104;C2_002665;Padma Saragih;Kartu Kredit;EDC;B2_016;Jawa Tengah;06/05/2024;497750967;TRUE;L;47;Priority;99765282;50000000
T2_001778;C2_002665;Padma Saragih;Tabungan;Internet Banking;B2_001;Jawa Tengah;01/03/2024;396894613;FALSE;L;47;Priority;99765282;50000000
T2_002173;C2_000052;Aswani Gunarto;Deposito;ATM;B2_020;Jawa Barat;04/11/2023;1964786;FALSE;L;39;Priority;547775144;100000000
T2_005311;C2_000123;Hartana Yolanda, S.T.;Kredit Mikro;Teller;B2_017;Riau;14/06/2023;496487296;TRUE;P;51;Priority;100948226;100000000
T2_001585;C2_000123;Hartana Yolanda, S.T.;Kredit Mikro;Teller;B2_025;Riau;03/04/2024;373676494;FALSE;P;51;Priority;100948226;100000000
T2_000445;C2_000053;Gamani Maryadi, S.Kom;Kartu Kredit;Teller;B2_015;Sumatera Barat;19/02/2023;453596851;FALSE;L;51;Priority;514723266;20000000
T2_005359;C2_000194;Mahmud Hartati;Tabungan;EDC;B2_024;DI Yogyakarta;14/06/2025;496525683;TRUE;L;46;Priority;959994745;100000000
T2_000968;C2_000054;Lamar Prasetyo;Kredit Mikro;Internet Banking;B2_025;Jawa Timur;29/01/2025;36179766;FALSE;P;35;Priority;538443218;20000000
T2_001435;C2_000054;Lamar Prasetyo;Kartu Kredit;ATM;B2_023;Jawa Timur;20/06/2023;232651234;FALSE;P;35;Priority;538443218;20000000
T2_001975;C2_000054;Lamar Prasetyo;Tabungan;EDC;B2_013;Jawa Timur;27/11/2024;23689447;FALSE;P;35;Priority;538443218;20000000
T2_005385;C2_000328;Manah Suwarno;Kartu Kredit;Teller;B2_003;DKI Jakarta;13/09/2023;496181434;TRUE;P;37;Priority;609885354;20000000
T2_005484;C2_000781;drg. Dadap Najmudin;Kredit Mikro;ATM;B2_016;DI Yogyakarta;09/02/2023;497703020;TRUE;L;26;Priority;668158409;50000000
T2_002263;C2_000781;drg. Dadap Najmudin;Tabungan;Internet Banking;B2_016;DI Yogyakarta;04/09/2023;159474259;FALSE;L;26;Priority;668158409;50000000
T2_002272;C2_000781;drg. Dadap Najmudin;Kredit Konsumer;EDC;B2_005;DI Yogyakarta;27/03/2023;231834512;FALSE;L;26;Priority;668158409;50000000
T2_000267;C2_000056;Vero Hutapea;Kartu Kredit;Teller;B2_009;Bali;01/03/2024;115500855;FALSE;P;36;Priority;532427712;20000000
T2_001683;C2_000056;Vero Hutapea;Tabungan;EDC;B2_028;Bali;31/12/2024;139664676;FALSE;P;36;Priority;532427712;20000000
T2_002344;C2_000056;Vero Hutapea;Kredit Mikro;ATM;B2_011;Bali;31/07/2025;194663028;FALSE;P;36;Priority;532427712;20000000
T2_005601;C2_001977;Dwi Lestari;Deposito;EDC;B2_021;Riau;16/05/2025;499876600;TRUE;P;46;Priority;479587635;100000000
T2_000418;C2_001977;Dwi Lestari;Kredit Mikro;EDC;B2_004;Riau;05/01/2025;149473029;FALSE;P;46;Priority;479587635;100000000
T2_001126;C2_000058;dr. Dinda Prakasa;Kredit Mikro;Mobile Banking;B2_018;Sumatera Utara;29/05/2024;467981884;FALSE;P;49;Priority;194991193;100000000
T2_005682;C2_002725;Bakidin Marbun;Kredit Konsumer;ATM;B2_003;DI Yogyakarta;21/04/2025;496670384;TRUE;P;43;Priority;340736552;100000000
T2_005694;C2_000296;Nurul Laksita;Kredit Mikro;Mobile Banking;B2_001;Riau;17/01/2023;497032225;TRUE;P;53;Priority;66345968;50000000
T2_001666;C2_000296;Nurul Laksita;Kredit Mikro;ATM;B2_015;Riau;11/12/2023;314193017;FALSE;P;53;Priority;66345968;50000000
